"Ahr";"Arid3a";"Arid5b";"Arnt";"Arnt2";"Arntl_Tfe3_Mlx_Mitf_Mlxipl_Tfec";"Atf1_Creb5";"Atf3";"Atf4";"Atf6";"Bach2";"Bbx";"Bptf";"Brca1";"Cbfb";"Cdc5l";"Cebpa_Cebpg";"Clock";"Creb1";"Creb3";"Creb3l2";"Crem_Jdp2";"Ctcfl_Ctcf";"Cux1";"Cxxc1";"Ddit3";"E2f1";"E2f2_E2f5";"E2f3";"E2f7";"E2f8";"Ebf1";"Egr1";"Ehf";"Elf1_Elf2_Etv2_Elf4";"Elf5";"Ep300";"Esrrb_Esrra";"Esrrg";"Ets2";"Etv1_Etv5_Gabpa";"Etv3_Erf_Fev_Elk4_Elk1_Elk3";"Etv6";"Ezh2_Atf2_Ikzf1";"Fos";"Fosb";"Foxa3";"Foxi1_Foxo1";"Foxj3";"Foxk1_Foxj1";"Foxo3";"Foxp1_Foxj2";"Foxp2_Foxp3";"Fubp1";"Gata6";"Glis2";"Glis3";"Gmeb1";"Gmeb2";"Gtf2i";"Hbp1";"Hes1";"Hey1_Myc_Mxi1";"Hif1a";"Hivep1";"Hmbox1";"Hmga2";"Hnf1b";"Hnf4a";"Homez";"Hoxb8_Pdx1";"Hoxc4_Arx_Otp_Esx1_Phox2b";"Hsf1";"Hsf2";"Ikzf2";"Irf2_Irf1_Irf8_Irf9_Irf7";"Irf3";"Irx2_Irx3";"Isl1";"Klf12_Klf14_Sp4";"Klf13";"Klf3";"Klf4_Sp3";"Klf6_Patz1";"Klf7";"Lhx5_Lmx1b_Lhx1";"Max_Mycn";"Maz_Mta3";"Mbd2";"Mecom";"Mef2d_Mef2a";"Meis1";"Meis2";"Mga";"Mnx1_Lhx6_Lmx1a";"Mtf1";"Myog_Tcf12";"Neurod1";"Nfat5";"Nfatc2";"Nfatc3";"Nfe2l2";"Nfia";"Nfic_Nfib";"Nfix";"Nkx2-2";"Nkx6-1_Evx1_Hesx1";"Nr1h4";"Nr2c1";"Nr2f1_Nr4a1";"Nr2f6";"Nr4a2";"Nr5a2";"Nr6a1";"Nrf1";"Onecut1_Cux2";"Pax4";"Pax6";"Pbx1_Pbx3";"Pbx2";"Pgr_Nr3c1";"Pknox2_Pknox1";"Plag1";"Pou2f1";"Pou6f2_Pou4f2";"Ppard";"Pparg_Rxrg";"Prox1";"Rad21_Smc3";"Rara";"Rbpj";"Rela_Rel_Nfkb1";"Relb";"Rest";"Rfx2_Rfx7";"Rfx3_Rfx1_Rfx4";"Rora";"Rorc_Nr1d1";"Rreb1";"Runx2_Bcl11a";"Rxrb";"Sin3a";"Smad1";"Smad2";"Smad3";"Smad4";"Smarcc1_Fosl1";"Snai1_Zeb1_Snai2";"Sox13";"Sox5_Sry";"Sox6_Sox9";"Sp1";"Sp2";"Stat1";"Stat4_Stat3_Stat5b";"Taf1";"Tcf3";"Tcf4_Mesp1";"Tcf7_Tcf7l2";"Tcf7l1";"Tead1";"Tfcp2";"Tfcp2l1";"Tfdp1_Wt1_Egr2_Chd1_Pml";"Tfeb_Usf1_Srebf1_Usf2_Bhlhe41_Srebf2";"Tgif1_Meis3";"Tgif2_Tgif2lx1";"Thra";"Trp53";"Ubp1";"Vdr";"Xbp1_Creb3l1";"Ybx1_Nfya_Nfyb_Nfyc_Cebpz";"Yy1";"Zbtb16";"Zbtb33_Chd2";"Zbtb7c";"Zfhx3";"Zfx_Mecp2";"Zkscan1";"Zkscan3"
"Ppm1a";0;0;0;0;0;0;0.71593;0.79528;0;0;0;0;0;0;0;0;0;0;0;0;0;0.68686;0;0;0;0;0;0;0;0;0;0.55029;0;0;0.55642;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99212;0;0.67512;0.97439;0.54591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62793;1.5394;0;0;0;0.75717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5858;0;0;0;0;0;1.4339;0;0;0;0;0;3.6992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.47279;0;0
"Mnat1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.73555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.74239;0;0
"Prkch";0.54784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6464;0;0;0;0;0;0;0;1.95205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52329;0;0;0.9816;0;0;0;0;0.83513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1714;0.61391;0;0;0;0;0;0;0;0;2.6234;0;0;0;0;0;0;0;0;0;0;0;3.83066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Hif1a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Syt16";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.70686;0.72741;0
"1700086L19Rik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.58499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rhoj";0;0;0;0;0;0;0.99496;1.438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.69119;0.86764;0;0;0;0.65717;0;0;0;0;0.72902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.83972;0;0.94868;0;0;0;0;0;0;0;0;0;0;0;0;0.86343;0;0;0;0.60817;0;0;0;0;0;0;0;0.95593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.81788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ppp2r5e";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.29358;0;0;0;0;0;1.36721;0.5511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.55114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56007;0;0;0;0;0;0;0;0;0;1.7189;0;0;0;0;0;0;0;0;0;0;0;2.51621;0;0;0;0;0;0;0;0;3.55784;0;0;0;0;0;0.90148;0;0
"Wdr89";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.91749;0.55906;0;0;0;0;0.57206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99167;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53332;0;0;0;0;0;0;0;0;5.604;0;0;0;0;0;0;0;0
"Sgpp1";0;0;0;0;0;0.96021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78018;0;0.65613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4895;0;0;0;0;0;0.64534;0;0;0;0;0;0;0;0;0.60453;0;0
"Syne2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.58097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59108;0;0;0;2.1324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3535;0;0;0;0;0;0;0;0;0;0;0;2.37164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mthfd1";0;0;0;0;0;0.6787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.72898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98981;0;0;0;0;0.59822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.75589;0;0;0;0;0;1.63212;0;0
"Zbtb1";2.818;0;0;0;0;0;0;0.78869;0;0.67897;0;0;0;0;0;0;0;0;0.96184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75602;0.89662;0;0;0;0;0.69054;0;0;0;0.92015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99877;0;0;0.85974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4596;0;0;0;2.9243;0;0;0;0;0;0;0;0;0.66845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78343;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98865;0;0;0;0;2.9691;0;0;0;0;0.59808;0;0;0;0;0;0.84147;0;1.83722;0;0;0;0;0;0;0;0;0;0;0;0.58662;0;3.05792;0;0
"Ppp1r36";0.63077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.58144;0;0;0;0;0;0;0;0;1.3856;0;0;0;0;0;0;0;0;0;0;0;0.50109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Gm10451";0;0;0;0;0;0.63463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57172;0;0
"Plekhg3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4866;0;0;0;0;0;0;0;5.329;0.73342;0;0;0;0.76756;0.57049;1.2951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.69086;0;0;0;0;0.65312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.89381;0;0;0;0;0;0;0;0;0;0;0;0;0.80883;0.89803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8008;0;0;0;0;0;0;0;0;0;0;0;0.70134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.80489
"Fntb";0;0;0;0;0;0;0;0.5247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.45058;0;0;0;0;0;0.77585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.195;0;0;0;0.70859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.86171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61408;0;0;0;0;0;0;0;0;0;0;0;0.60066;0;0;0.62698;0;0.88722;0;0;0;0;0
"Gpx2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59679;0;0;0;0;0;0.5213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5065;0;0;0;0;0;0.92357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.83291;0;0;0.5227;0;0;0;0;0;0;0.50849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66283;0;0;1.9551;0;0;0;0.93279;0;0;0;0;0;0;0;0.97718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rab15";0;0;0;0;0;0;0;0.67985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.58498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64033;0;0;0;0;0;0;0;0;0;0;0;3.78427;0.51277;0;0;0;0;0;0;0;0.53655;1.5867;0;0;0;0;2.81983;0.84466;0
"Max";1.7542;0;0;0;0;0.74494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.90306;0;0;0.58372;0;0;0;0;0;0;0;0;0;0;0;0;0.91087;0;0;0;0;0.51979;0;0;0;0;0;0;0;0;0;1.6865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5328;0;0;0;0;0;0;0;0;0;1.4193;0;0;0;0;0;0;0;0;0;0;0;1.91532;1.8738;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53318;0;0
"Fut8";0.7035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75472;0.97847;0;0;0;0;1.30811;0.72197;0;0;0;0;0;0.73749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.63973;0.53872;0;0;0;1.1908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56843;0;0;0;0;0;0;0;0;0;0;0;0.73505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5632;0;0;0;0;0;0;0;0;0;1.7962;0;0;0;0;0;0;0;0;0;0;0;4.0867;0;0.7493;0;0;0;0;0;0;8.48314;0;0;0;0;0;1.4719;0;0
"Gphn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9794;0;0;0;0;0;1.5278;0;0.54641;0;0.70987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.91945;0;0;0;0;0;0;0;1.4882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4318;0.89683;0;0;0.56577;0;0;0;0;0;0;0;0.96574;0;0;0;0;0;0;0;0;3.29744;0.69175;0;0;0;0;2.56601;0;0
"Mpp5";0;0;0;0;0;0.57417;0;0.7499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62794;1.5496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.76471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3354;0;0;0;0;0;0;0;0;0;0;0;5.1663;0;0;0;0;0;0;0;0;3.95834;0;0;0;0;0;2.04882;0;0
"Atp6v1d";0.60765;0;0;0;0;0.81111;0;0.76965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57;0;0;0;0;0;0;0;0;0;0;0;1.59657;1.6452;0;0;0;0;0.5977;0;0.99996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.31981;0;0;0;0;0;0;0;0.72869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.60225;0;0.90453;0.50464;0;0;0.59931;0;0;0;0;0;0;0;0;0;0;0.94759;0;0
"Eif2s1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tmem229b";0;0;0;0;0;0.55871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61106;0;0;0;0;0;0;0;0;0;0;0;0.88793;0;0;0;0;0;0;0.85851;0.97505;0;0;0;3.4995;0.84667;0;0;0;0;0;0;0;0.78543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56066;0.53094;0;0;0;0.5147;0.97341;0;0;0;2.6709;0;0;0;0;0.78124;0.99977;0;0;0;0;0;4.82359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.55126;0.99993;0
"Vti1b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71615;0;0;0;0;0;0;2.29886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67049;0;0;0;0;0;0;0;0.95068;0;0.6973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.82565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.77611;0;0;0;0;1.77993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66515;0;0
"Zfp36l1";0;0;0;0;0;0;0;0.63423;0;0;0;0;0.72707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.79327;0;0;0;0;0.55512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99542;0;0;0;0.81851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.81532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.91308;0;0;0;0.92265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.79571;0;0
"Actn1";1.5894;0;0;0;0;0.97779;0;0.71239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52973;0;1.3553;0;1.8079;0;0;0;0;0;0;0.83098;0;0;0;0;0.50895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.82414;0;0;0;0;0;0;0;0;0;0;0;0;1.3546;0;0;0;0;1.1747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.58242;0;0;0;0;0.68491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56121;0;0;0;0.87132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4915;0;0;0;0;0;0;0;0;0;0;0;1.7457;0.63538;0;0;0;0;0.55504;0;0;3.54096;0;0;0;0;0;2.26999;0;0
"Dcaf5";0.59917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.40747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.87552;0;0;0;0;0;0;0;0;0;0;0;0;0.7535;0;0;0.63002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71314;0.8398;0;0;0;0;0;0;0.82853;0;1.5791;0;0;0;0;0;0.86655;0;0;0;0;0;4.0586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
